CITY,CATEGORY,SUBCATEGORY,NAME,URL,LAT,LNG,BUBBLE,IMAGEURL,CAPTION,BYLINE,BYLINE URL,GUARDIANURL,GUARDIANURL TITLE,MAP CENTRE LAT,MAP CENTRE LONG,MAP CENTRE ZOOM
London,Eats,West,Orange Pekoe,http://orangepekoeteas.com/,51.470499,-0.2556761,"Barnes feels less like London than Henley-on-Thames or some similarly sedate corner of Oxfordshire. Orange Pekoe, a speciality tea room and cafe in the modern style – all jazzy, expensive wallpapers and tastefully deployed vintage chintz – exudes that gentle atmosphere. Its calm cheerfulness is particularly welcome over breakfast. The morning menu stretches from freshly baked pastries to Scottish smoked salmon and cream cheese on toasted muffins, and includes the Pekoe Florentine (£6), where the expected hollandaise is replaced (presumably with calorie-counting yummy mummies in mind) with fresh spinach and a dressing of olive oil. Elsewhere, the daytime menu runs the tarts-salads-sandwiches gamut, with everything from breads to pies made from scratch on site. <br/><br/>• White Hart Lane, SW13 (+44 (0) 20-8876 6070, <a href=""http://orangepekoeteas.com"">orangepekoeteas.com</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303294977403/Orange-Pekoe-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Santa Maria Pizzeria,http://www.santamariapizzeria.com/,51.507921,-0.305132,"Naturally, this Neapolitan-owned pizzeria has a wood-fired pizza oven. That's unremarkable these days. Few restaurateurs, however, would go to the trouble of bringing over an Italian specialist to build said oven, using handmade bricks from around Vesuvius and the Amalfi coast. Such is the determination at Santa Maria to produce superlative pizza. Like the sandwich, pizza is at its best when it is kept to a few superb ingredients, and Santa Maria's bufalina exemplifies this. The base is foldable, paper thin in the middle, expertly charred and ringed with a springy edge. Essentially, it's a shallow pool of vibrant, seasoned tomato pulp and exquisite, melting buffalo milk mozzarella. Superb.  <br/><br/>• Pizza 15 St.Mary's Road, W5 (+44 (0) 20-8579 1462,  <a href=""""http://www.santamariapizzeria.com"">santamariapizzeria.com</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303294938235/Santa-Maria-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Hereford Road,http://www.herefordroad.org,51.513562,-0.193485,"As you would expect from a graduate of <a href=""http://www.guardian.co.uk/lifeandstyle/fergus-henderson"">Fergus Henderson's St John</a>, chef-owner Tom Pemberton specialises in common-sense cooking. His kitchen works diligently to extract maximum flavour from often neglected ingredients (skirt steak, mutton, mackerel etc. The express lunch (£9.50 for a daily changing no-choice main course, a glass of wine and coffee) is an absolute steal.A sample plate of lentils and roasted quail was great. Service is spot on and the restaurant itself is a light, coolly modern space. <br/><br/> • 3 Hereford Road, Westbourne Grove, W2 (+44 (0) 20-7727 1144, <a href=""http://www.herefordroad.org"">herefordroad.org</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/25/1303732459739/Hereford-Road-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Clarke's Shop,http://www.sallyclarke.com/shop.php,51.50776,-0.194871,"All diplomatic number plates, small dogs in rain coats and ludicrously expensive designer sunglasses, Kensington is an unlikely place to stop off in search of good, affordable food. But this deli-cafe next door to  HYPERLINK ""http://www.sallyclarke.com/about.php""Sally Clarke's flagship restaurant is a useful address to note. Something of a pioneer in her day, Clarke has been promoting the virtues of simple, sensible, seasonal cooking at these premises for more than 25 years. A slice of celeriac and parmesan tart (£3.10) and a Gloucester Old Spot sausage roll (£3.25), were both very, very good. Still warm from the restaurant kitchens, they were clearly baked by somebody of considerable skill who loves what they do. Go, buy, eat on the run, and Clarke's will brighten your day.<br/><br/>  • 122 Kensington Church Street, W8 (+44 (0) 20-7229 2190,  <a href=""http://www.sallyclarke.com/shop.php"">sallyclarke.com</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303295064736/Sally-Clarke-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Mr Falafel,http://www.mrfalafel.co.uk,51.506237,-0.23119,"Found at the entrance to Shepherd's Bush market, where, from a simple cafe unit, Ahmad Yassine dispenses nutty, herby crisp-fried falafel of a remarkable fluffy lightness in various wraps. Accompaniments such as hummus, tahini sauce, pickled turnips and cucumbers add layers of spiky flavour. In the deluxe version the fried cauliflower florets are sensational and the ""fried potato"" pieces (actually, cold chips) work better than you might think. Wholly vegetarian, the Mr Falafel menu is largely vegan-friendly, too. <br/><br/>•
Units T4-T5, New Shepherd's Bush Market, Uxbridge Road, W12 (+44 (0) 7798 906668, <a href=""http://www.mrfalafel.co.uk/"">mrfalafel.co.uk</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303295123568/Mr-Falafel-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Abu Zaad,http://www.abuzaad.co.uk/,51.50543,-0.226168,"A little bit of downtown Damascus on the Uxbridge Road, this buzzy Syrian restaurant offers eye-opening food at remarkably low prices. Moutabal – one of the many starters which can also be eaten as a meze-style selection – is grilled aubergine blended with lemon juice and sesame oil to produce an intensely smoky, yet unusually sour thick wet paste. It certainly gets the saliva glands going. Makloba, meanwhile, is a dish of rice, aubergine, lamb and pine nuts cooked together in a special sauce, which has none of the heat you might expect. Instead, the dish is full of warm, savoury woodland flavours, like a wild mushroom risotto. There is no alcohol at Abu Zaad, but its exotic fresh juices (£1.75) are brilliant. <br/><br/>• 29 Uxbridge Road, W12 (+44 (0) 20-8749 5107, <a href=""http://www.abuzaad.co.uk"">abuzaad.co.uk</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303295186123/Abu-Zaad-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Mr Christian's,http://www.mrchristians.co.uk/,51.515,-0.205029,"The daily takeaway menu includes the shop's own hot pasta bakes, soup, samosas, salads, various pies, sausage rolls (£1.10, and a little too heavily seasoned with sage and pepper, in my opinion) and seriously good cakes. Mr Christian's sandwiches (pre-prepared, but that morning) are as fresh as the proverbial daisy and generously loaded with good things. Everything about a sample salmon and cream cheese bagel (the dense, chewy, almost sweetish bagel; the rich, thick, sharp cream cheese; the bright, lightly cured salmon; the fastidious scattering of fresh chives and ground pepper) was testament to Mr Christian's enduring quality. The staff are engagingly friendly, too.  <br/><br/>• 11 Elgin Crescent, W11 (+44 (0) 20-7229 0501, <a href=""http://www.mrchristians.co.uk"">mrchristians.co.uk</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303295229764/Mr-Christians-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,White Horse,http://www.whitehorsesw6.com,51.474252,-0.200416,"The White Horse is famous for two things: beer and its popularity with braying hoorays. Foodwise, there are various good quality sandwiches (eg. home-cured honey roast ham; deep-fried cod cheek with lettuce and salad cream) available until 6pm, and, outside of that, bar snacks of the ploughman's (£7.50), potted crab, pork pie and homemade piccalilli variety. A sample rare roast beef sandwich (£5.60) was a good size, all the components were fresh and the horseradish had a decent kick to it. 
<br/><br/>
<em>• Sandwiches and bar snacks £4.50-£8.25. 1-3 Parson's Green, SW6 (+44 (0)20-7736 2115, </em><a href=""http://www.whitehorsesw6.com/"" title=""""><em>whitehorsesw6.com</em></a><em>)</em>",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303295258270/White-Horse-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Books for Cooks,http://www.booksforcooks.com/,,,"The White Horse is famous for two things: beer and its popularity with braying hoorays. Foodwise, there are various good quality sandwiches (eg. home-cured honey roast ham; deep-fried cod cheek with lettuce and salad cream) available until 6pm, and, outside of that, bar snacks of the ploughman's (£7.50), potted crab, pork pie and homemade piccalilli variety. A sample rare roast beef sandwich (£5.60) was a good size, all the components were fresh and the horseradish had a decent kick to it. <br/><br/>
• -3 Parson's Green, SW6 (+44 (0)20-7736 2115, <a href=""http://www.whitehorsesw6.com/"">whitehorsesw6.com</a>)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/21/1303384027550/Books-for-Cooks-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
London,Eats,West,Tosa,http://www.tosauk.com/,51.493549,-0.24105,"Tosa is not your typical Japanese restaurant. Yes, it serves sushi, sashimi and familiar udon noodle and tempura mains, but the real draw here is the robata charcoal grill at the front of the restaurant, where the chef prepares his grilled kushiyaki skewers (from under £2). If you are one of those people who likes the raw visceral simplicity of smoky, caramelised, lightly charred meats, then Tosa will transport you to hog heaven. Tosa also does a full-meal lunch deal including a main dish, rice, miso, salad etc for £11. <br/><br/> • King Street, W6 (+44 (0) 20-8748 0002,  <a href=""http://www.tosauk.com"">tosauk.com</a>). Second branch at 152 High Road, East Finchley, N2 (+44 (0) 20-8883 8850)",http://static.guim.co.uk/sys-images/Travel/Pix/pictures/2011/4/20/1303295331802/Tosa-001.jpg,,Tony Naylor,http://www.guardian.co.uk/profile/tonynaylor,http://www.guardian.co.uk/travel/2011/apr/08/west-london-budget-restaurants-food,Top 10 cheap eats in West London
